id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count,label
656173,0.6716417910447762,corrupt entitlement......disgusting,0.0,0.0298507462686567,0.0298507462686567,0.6268656716417911,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-03 17:12:53.328300+00,54,,154176,approved,0,0,0,0,0,0.0,0,67,True
6051384,0.6515151515151514,"Those who think they are 'too cool for school, too smart to learn anything from any teacher' are the most ignorant of all.",0.0,0.0151515151515151,0.0151515151515151,0.6060606060606061,0.0151515151515151,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-29 17:50:06.012604+00,13,6050676.0,383097,approved,0,0,0,1,0,0.0,0,66,True
5039361,0.0,It's good to see Morneau surrounding himself with typical Canadians. It shows where Canada's diversity is leading. And soon Trudeau's Liberals will outlaw Islamophobia. They seem to favour Islam and think it's better than other religions.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,2017-03-22 18:08:05.805326+00,54,5039208.0,321107,rejected,0,0,0,0,0,0.0,10,4,False
5247197,0.0,"Ovechkin has never won anything. NHL, World Cup or Olympics. 
I think that says it all.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-12 11:40:28.319323+00,54,,333898,approved,1,0,1,1,2,0.0,0,4,False
1054349,0.7027027027027027,"What  about jobs Mr Trump. Jobs for those who voted for you despite all of your nasty things and put you in office? 

Aren't they your first priority? 

Of  course not. Every president is immediately taken over as puppet by the military deep state. Oh how I feel for the absolute fools who voted for this world class narcissistic clown.

Stupidity: Keep voting for the same fools for Prez over again and expect a different result",0.0405405405405405,0.1351351351351351,0.054054054054054,0.7162162162162162,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-28 02:42:06.762892+00,54,,315400,approved,0,0,0,1,0,0.0,0,74,True
5847587,0.0,"The Arpaio pardon has no justification. What it will do, however, is ensure that the voter turnout for Hispanics/Latinos in 2018 will break every previous record high number. Latinos will crawl across broken glass in 2018 to cast ABT votes (anybody but Trump). I strongly suspect that blacks, Asians, gays, lesbians, and the transgendered will also be casting ABT votes. Trump is creating enormous cracks in American society but doesn't appreciate the magnitude of the damage he is causing or, possibly, doesn't care.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-08-26 23:43:33.076401+00,54,,370826,rejected,0,0,0,0,0,0.0,4,4,False
360488,0.675,"You left democrats off that list, they are the bigots, racists, KKKers, serial killers and in many cases foreign extremists.",0.0625,0.0125,0.2875,0.6375,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-22 19:22:59.554488+00,21,359621.0,139232,approved,0,0,0,2,0,0.0,0,80,True
5779672,0.7,"Normally I wouldn't respond to your unique brand of idiocy, but with the hurt and grief I feel after recent events, here goes. No. 1, I know telling other people what to think and feel and do has been part of your privilege your whole life, but things is gonna be different now. You don't get to tell other people to look in a mirror, or anything else for that matter. No. 2, you won, get over it. No. 3, please post using your real name. Hiding behind ""Move On"" is beyond cowardly. No. 4, don't bother replying bc I'm not going to read it anyway. I'm a liberal who thinks I'm right about everything, remember?",0.1,0.0,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-16 14:40:05.305580+00,21,5779170.0,366969,rejected,1,0,0,0,0,0.0,0,10,True
5932382,0.6,"All a bunch of made up crap.
""A 3,000-year record from 52 of the world’s oldest trees shows that California’s western Sierra Nevada was droughty and often fiery from 800 to 1300, according to a new study led by University of Arizona researchers.""
""The scientists found the years from 800 to 1300, known as the Medieval Warm Period, had the most frequent fires in the 3,000 years studied. Other research has found that the period from 800 to 1300 was warm and dry.""",0.0,0.3,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-11 13:12:55.901432+00,102,,375528,approved,0,0,0,0,0,0.0,0,10,True
5632016,0.0,"hopparace
A ""wealthy, stable and innovative"" country can come up with a head of state of their own.
Nothing stops us fromrelying on one from across the pond forever.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-21 05:35:55.862328+00,54,5624885.0,357280,approved,0,0,0,1,0,0.0,4,4,False
881002,0.0,"The PFD has nothing to do with the muni contracts, as you are aware, you will raise my property taxes to cover the muni contracts and associated raises. The state contracts will trickle down to me and all other residence in the way of income and/or sales tax. Wait and see, we will be lucky to have any PFD in 5 years.
.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-22 21:36:25.826098+00,21,880753.0,163326,approved,0,0,0,1,0,0.0,0,4,False
518902,0.0,It's unfortunate that Brad has to represent Albertans as well as Saskatchewan on this issue.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-10 09:10:16.934236+00,54,,148084,approved,0,0,0,22,0,0.0,4,4,False
867693,0.575,"Trump is a buffoon who has done nothing to merit respect.  

He has appointed an unbelievable amount of unqualified people to his cabinet and they are getting the called out for it. Don't get mad at the people who are doing their jobs by vetting them.",0.0375,0.0375,0.0125,0.55,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-20 05:27:48.686517+00,21,867599.0,162959,approved,0,0,1,14,2,0.0125,0,80,True
6261167,0.6,True that.  It is about fake news and fake opinion.  Thank you for hitting the nail on the head!,0.0,0.0,0.0,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-31 20:48:55.372333+00,54,6258180.0,395149,approved,0,0,0,3,0,0.0,0,10,True
6018652,0.2,"Yes, but he cares about the ""systemic injustice""....just so long as it only pertains to the statistically infinitesimal cop shootings, and not the daily carnage in cities across the country committed in their own communities, by their own demographic.",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-25 15:09:06.700344+00,102,6017630.0,381547,rejected,0,0,0,0,0,0.0,4,5,False
5466489,0.0,"trump the reverse barometer.  trump announces jobs, layoffs ensue.

Everything that he touches turns to brown and is headed to the waste treatment plant.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-23 18:23:51.153993+00,102,,347693,rejected,0,0,0,0,0,0.0,0,4,False
640392,0.1666666666666666,"Nothing says ""freedom"" like blowing up toxic incendiaries made in Communist China.",0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-30 17:52:44.076891+00,13,,153551,approved,2,0,1,2,1,0.0,0,6,False
366383,0.8333333333333333,"""Failing to realize"", huh?. That's a pretty asinine judgment.  Your comparison to healthcare is also meaningless. I have choices who to see and where to go and make decisions based on information available. But apparently anti-gun control people see no substance in any conversation regarding whether types of guns or ammo should even be available. It's the same mentality that made getting seatbelts, airbags and antilocking brakes into cars take longer than necessary. SO sorry for the inconvenience.",0.0,0.0,0.0,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-27 16:56:00.713577+00,21,366279.0,140043,approved,0,0,0,6,0,0.0,0,6,True
888728,0.0,"Oh, that's all right then.
I'm relieved.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-24 06:50:50.623200+00,54,,163647,approved,0,0,0,1,0,0.0,0,4,False
422511,0.0,What's wrong with using water treatment units like those used in motor yachts?,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-09 04:49:29.623594+00,21,,143338,approved,0,0,0,0,0,0.0,0,4,False
6217118,0.7,"Police, “Do you know you are under arrest.” Dumb guy: “No, not right off hand, but I might pick it up if you can hum a few bars.”",0.0,0.1,0.0,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-25 01:47:07.223926+00,102,,392971,approved,1,0,0,0,0,0.0,0,10,True
6230897,0.0,"Not only are we selling out, but it's to third world shysters. This is two Trudeaus too many.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-26 23:31:25.950832+00,54,,393673,rejected,0,0,0,0,0,0.0,0,4,False
5025769,0.0,"It sounds like Mr. Schwab needs to spend more of his time reading poetry so he can help ""cleanse"" his apparent propensity for perpetual attacks on anything and everything our President is trying to do to cut rampant Government spending.  To Mr. Schwab .02% of the federal budget appears as nothing.  But a whole lot of those ""nothings"" can be significant.  A start has to be made to reduce federal spending...something our Government finds unnatural.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-19 17:12:48.631199+00,66,,320400,approved,0,0,0,0,1,0.0,0,4,False
5884899,0.8157894736842106,Still wasn't left enough time to finish editing. CC sucks.,0.0657894736842105,0.6578947368421053,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-02 14:12:18.567227+00,53,5884847.0,370161,approved,0,0,0,0,0,0.0394736842105263,4,76,True
6257933,0.0,"This story always reminds me of Garrison Keillor's tale from Lake Woebegone about how, on Reformation Sunday, the kids at the Lutheran Church thought the preacher said that Martin Luther nailed 95 FECES to the door of the cathedral. Needless to say, things went pretty much downhill from there!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-31 14:01:48.749640+00,53,6257734.0,395339,approved,5,0,0,1,0,0.0,6,4,False
249122,0.8,You support Trump...an avowed racist. Why?,0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-07 11:11:26.015362+00,13,248675.0,43464,approved,0,0,0,0,0,0.0,0,5,True
5295419,0.6,There are no words that are sufficient enough to describe a monster who would kill an innocent four year old child. Hell is not punishment enough for this filthy animal named Doll who murdered his own nephew a four-year-old.,0.1,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-24 06:17:40.143418+00,102,,337047,approved,0,0,0,0,0,0.0,0,10,True
6117322,0.0,"""Boom""?  Yes, large corporations made more money than in 'the recession'.  
That's not a boom, its a recovery.
And by the way; they did it without hiring people.
What good is a growing GDP if there are no good jobs, other than more govt. hiring that puts the nation and provinces into even deeper debt.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-10 13:30:44.800549+00,54,,386734,approved,0,0,0,0,0,0.0,0,4,False
900582,0.1666666666666666,so Canadians can for the next 20 years continue to support free loaders.we cant find housing for seniors now never mind free loaders,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-26 15:15:51.277998+00,54,,164204,approved,0,0,0,6,0,0.0,4,6,False
436476,0.7,"Much ado about nothing.  These Women just ran 26 miles, they train together, they knew long ago that they were not going to win any medals even on their best day.  So just who is trying to make a stink?  Their Coach or some media type with a burr in their panties about German Women?

No athlete performs their best every race.  Even Phelps has had bad days.  To say that holding hands at the finish was only for publicity is stupid.  Would the same be said if they were from two different countries, showing the comradery of the true Olympic spirit?

Total nonsense by some third rate media hack in Rio with nothing positive to say.",0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-18 14:13:54.215437+00,21,,143948,approved,0,0,0,2,0,0.0,4,10,True
618059,0.0,"So they want to convert seven double cells to seven single cells.
Why the difference in the way men and women are housed?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-22 01:24:53.604330+00,13,,152516,approved,0,0,0,0,0,0.0,4,4,False
5765899,0.7540983606557377,"the alt-left has greeted the notion that whites, and white males in particular, are the scum of the earth,
skyofblue
-
for this blame people who think like Justin Trudeau",0.0327868852459016,0.0491803278688524,0.639344262295082,0.7213114754098362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2017-08-14 16:35:49.194466+00,54,5764672.0,366265,approved,0,1,3,0,7,0.0,10,61,True
5309685,0.4,Most of Boehner's term as Speaker was a disaster. He let the Dems walk all over him.,0.0,0.0,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-26 18:52:28.348504+00,102,,337965,approved,0,0,1,1,5,0.0,0,10,False
5839002,0.6710526315789473,Pathetic.,0.0,0.0263157894736842,0.0,0.631578947368421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25 15:57:13.546221+00,54,5837865.0,370397,approved,0,0,0,2,0,0.0,0,76,True
257762,0.0,"Confronting Bush's invasion and destruction of Iraq based on false ""intelligence"" is hardly an equivocation.....an equivocation is a knowing ambiguous statement.  If Bush knew there were no WMDs, yet proclaimed there were,.....He LIED.  If he didn't know and, actually felt we were in imminent danger of a WMD attack as he said, he was a victim of terribly wrong intelligence.  To so state is not equivocating.  It's being fair and not condemning President Bush without knowing all the facts.  That seems reasonable to me.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-25 15:47:55.144363+00,13,257720.0,53033,approved,0,0,0,2,0,0.0,0,4,False
6285648,0.0,Exactly.,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-04 01:29:12.229942+00,102,6285110.0,396871,approved,0,0,0,2,0,0.0,0,4,False
525294,0.625,"Consent. As a bastard spawn between a flight attendant and a pilot, consent is key. You piss off the flight attendants, they have every right to toss you off. Enjoy my comment deplorables.",0.05,0.2375,0.0125,0.5875,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-13 05:29:53.452887+00,21,,148341,approved,0,0,0,3,0,0.0,0,80,True
5775072,0.2,The headline for this comment is blatantly wrong since a man who bragged about groping women got elected as US President 8 months ago - and many/most who voted for him said they would do so again (although that may have changed in the last 72 hours).,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-15 21:30:58.157934+00,54,,366822,approved,0,0,0,3,0,0.0,4,10,False
703987,0.8,"Yes we know Captain Rediculous, you said the same thing before and then you deleted your comment. We got it. How dumb is your behavior on here.",0.0,0.1111111111111111,0.0,0.7777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-13 18:17:54.266098+00,54,703882.0,156039,rejected,0,0,0,0,0,0.0,4,45,True
750459,0.65,Obama should fire the a--hole. To give the election to an egomaniacal ignoramus who has already started a nuclear arms race before he has even become president. Fire him.,0.0375,0.1375,0.0,0.5875,0.25,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-24 07:58:42.958699+00,21,,158357,approved,0,0,0,9,3,0.0375,0,80,True
275215,0.0,"@Richard Benevolus... The author of this document, J. Gordon Edwards, though I hesitate to call it a paper, is held up, mostly by the Christian Right (of late) as an excuse to claim science is wrong.  The document that Richard Benevolus cites, ""DDT: A Case Study in Scientific Fraud,""  was never published, as far as I am aware, in any peer reviewed scientific journal.  The document was published after Edwards died in the ""Journal of American Physicians and Surgeons"" a publication of the fringe U.S conservative group the ""Association of American Physicians and Surgeons (AAPS)."" Thus what Edwards has to say is nothing more than his opinion (not science).   I don't believe anything I find on The Internet until I can source it properly.  

--EG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-09 07:54:41.015292+00,21,274977.0,57209,approved,0,0,0,9,0,0.0,4,4,False
1074183,0.7580645161290323,Today Trump released pictures of Pelosi and Schumer meeting with the same Russian Politicians. Pot meet Kettle  Democrats are liars and hypocrites.,0.0161290322580645,0.032258064516129,0.1290322580645161,0.7741935483870966,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-03 22:50:14.540507+00,54,1065692.0,316277,approved,0,0,0,1,1,0.0,0,62,True
5412373,0.0,"A 1% increase is hardly ""WAY UP"", and I would even doubt these numbers.  Anyone living in Toronto, for example, can see the numerous unsold homes, the repeated price drops, etc.  Stop with your cheerleading...you can't will a market up with your words, no matter how hard you try.  The party is over and you should have sold when you had the chance.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-14 14:07:59.691931+00,54,5412149.0,344200,approved,0,1,0,0,0,0.0,0,4,False
6167573,0.7,How about to point out the idiocy of the position?,0.0,0.2,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-17 23:29:24.404372+00,54,6167099.0,390204,approved,0,0,2,6,2,0.0,0,10,True
5821938,0.0,"How in the world can a specific program in the ASD be ""cost neutral"" when the entire system is a money pit costing taxpayers about $19,000 per student each and every year?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-23 01:11:56.309832+00,21,5819789.0,369182,approved,0,0,0,1,0,0.0,0,4,False
920891,0.0,"You get your sources from youtube, I get mine from the Scientific Journal where all unbiased peer reviewed scientific studies are published.  

which one has more credibility?",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-30 14:16:09.073380+00,54,920769.0,164990,approved,1,0,0,16,4,0.0,0,4,False
915119,0.4375,Impeach him now as a human rights terrorist!,0.03125,0.0,0.0625,0.390625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-29 01:35:24.101801+00,21,,164773,approved,1,0,0,7,1,0.0,0,64,False
966537,0.0,"""A wiser way is to make it easier, and more rewarding, to keep working.""

Statistics tend to show half of all working people do not enjoy their jobs. Yet this article ends on the above statement and provides no explanation on how to achieve this. Age discrimination statistics on older workers indicate workers over age 50 feel they face hiring obstacles; lack of jobs, takes longer to find work, would have to take a pay cut etc.. In the US the percentage of workers over 65 who have continued working has increased to around 20% the reason for this is they do not have sufficient income to retire on. Seems to me there are a lot of older workers who if they had the choice would likely love to take retirement.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-08 16:04:51.405315+00,54,,166795,approved,1,0,0,4,0,0.0,0,4,False
414037,0.0,"The point the author misses is that the Executive works by fiat as it should and the legislature should work by deliberative process. That being the fact, it seems pretty clear that the executive has done his job and proposed a solution he believes to be workable. I don't like it and lots of other people don't either but, The Executive has made an honest attempt to complete his portion of the contract.

Even though it is clearly their job to do so, The Legislature has been completely unable to come up with any plan that they can support even by simple majority. In other words, they have not done their job and having had several chanced to rectify the situation have so far refused to present a plan that they can agree on. the sum total of all their 'hard work' is zero. That is clearly and simply failure and each and every member of the legislature shares equally in that failure and ought to be replaced.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-03 01:32:41.487503+00,21,,142828,approved,0,0,0,2,0,0.0,0,4,False
6122626,0.6944444444444444,"We must unite behind the erratic man who continuously undermines his own administration? lol plz, everyone with any bit of critical thinking skills understands how stupid it is to blindly support an impulsive slob as he nudges our country toward a war",0.0277777777777777,0.1666666666666666,0.0416666666666666,0.5972222222222222,0.0138888888888888,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-11 01:13:26.225192+00,105,,387560,approved,0,0,0,2,0,0.0,0,72,True
6116286,0.1666666666666666,"it is a binary agent. Two women, each with half the ingredients that together are lethal. Apart, not so much.",0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-10 06:29:15.420244+00,55,6116219.0,387265,approved,0,0,0,0,0,0.0,4,6,False
1075995,0.0,"True.  Some of the conservative platforms (e.g. Andrew Scheer) actually reference cleaner air/water/soil as priorities.  Excluding carbon tax policy does not imply that real pollutants like SOx, particulates, etc. will be ignored.",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-04 11:02:43.837046+00,54,1075575.0,316674,approved,0,1,0,3,0,0.0,0,4,False
5201727,0.816326530612245,Trudeau like Sajjan has no honour . Disgusting .,0.0,0.0204081632653061,0.0,0.816326530612245,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-01 19:26:14.510073+00,54,,331093,approved,0,0,0,20,5,0.0,0,49,True
